"workerid","likely_info","trial_type","confidence","prompt","personOrder","person","question","unlikely_person","unlikely_info","item","likely_person","rt","response","condition"
18,"<strong>The baristas at Epi Coffee</strong>, she knows, always do latte art.","truthJudge",0.62,"Julia is having a hard time remembering where her brother always goes for coffee. She knows it is either Cafe Vita or Epi Coffee.","likely-unlikely","Epi Coffee","Where does Julia&quotechars brother go for coffee?","Cafe Vita","<strong>The baristas at Cafe Vita</strong>, she knows, only occasionally do latte art.","latte_art","Epi Coffee",24203,"likely-key","pragmatic"
18,"Professor Burke, he knows, always takes attendance.","truthJudge",0.52,"Ed is having a hard time remembering which professor is teaching his sister&quotechars philosophy class. He knows it is either Professor Burke or Professor Carr.","likely-unlikely","Professor Burke","Who is Ed&quotechars sister&quotechars professor?","Professor Carr","Professor Carr, he knows, only occasionally takes attendance.","professor_attendance","Professor Burke",18978,"likely-key","pragmatic"
18,"<strong>Beijing Cafe</strong>, he knows, always gives out fortune cookies.","truthJudge",0.53,"Lucas is having a hard time remembering where his roommates always go for Chinese food. He knows it is either Beijing Cafe or Peking Garden.","likely-unlikely","Beijing Cafe","Where do Lucas&quotechars roommates always go for Chinese food?","Peking Garden","<strong>Peking Garden</strong>, he knows, only occasionally gives out fortune cookies.","chinese_fortune","Beijing Cafe",18154,"likely-key","literal"
18,"<strong>Ms. Clancy</strong>, she knows, has a musical lesson every day.","truthJudge",0,"Sally is having a hard time remembering who her nephew Billy -- her sister&quotechars son -- has for his elementary school teacher. She knows it is either Ms. Clancy or Ms. Johnson.","likely-unlikely","Ms. Clancy","Who is Billy&quotechars teacher?","Ms. Johnson","<strong>Ms. Johnson</strong>, she knows, has a musical lesson only occasionally.","teacher_music","Ms. Clancy",22844,"likely-key","prior"
18,"<strong>Alicia</strong>, he knows, always washes her dishes.","truthJudge",0.5,"Matt is having a hard time remembering who his friend&quotechars roommate is. He knows it is either Alicia or Maya.","likely-unlikely","Alicia","Who is his friend&quotechars roommate?","Maya","<strong>Maya</strong>, he knows, only occasionally washes her dishes.","roommate_dishes","Alicia",23977,"likely-key","speakermanipulation"
18,"<strong>Danielle</strong>, she knows, keeps a call log every day.","truthJudge",0.5,"Suzanne is having a hard time remembering who her friend&quotechars new secretary is. She knows it is either Danielle or Erica.","likely-unlikely","Danielle","Who is her friend&quotechars secretary?","Erica","<strong>Erica</strong>, she knows, only occasionally keeps a call log.","secretary_report","Danielle",20330,"likely-key","speakermanipulation"
18,"<strong>Ilana</strong>, he knows, turns in her rent on time every month.","truthJudge",0.54,"Don is having a hard time remembering who his friend has been subletting to for the past year. He knows it is either Ilana or Nora.","likely-unlikely","Ilana","Who is his friend&quotechars tenant?","Nora","<strong>Nora</strong>, he knows, only occasionally turns in her rent on time.","tenant_rentcheck","Ilana",15653,"likely-key","pragmatic"
18,"<strong>Misty Meadows</strong>, she knows, always has wifi working.","truthJudge",0.51,"Claire is having a hard time remembering which library her uncle always goes to. She knows it is either Rolling Springs or Misty Meadows Public Library.","likely-unlikely","Misty Meadows","Which library does Claire&quotechars uncle always go to?","Rolling Springs","<strong>Rolling Springs</strong>, she knows, only occasionally has wifi working.","library_wifi","Misty Meadows",14109,"likely-key","literal"
18,"<strong>Pump Gym</strong>, she knows, always has clean towels.","truthJudge",0.51,"Katie is having a hard time remembering which gym her friend always goes to. She knows it is either Pump Gym or Core Fitness.","likely-unlikely","Pump Gym","Which gym does her friend always go to?","Core Fitness","<strong>Core Fitness</strong>, she knows, only occasionally has clean towels.","gym_towels","Pump Gym",23382,"likely-key","speakermanipulation"
18,"<strong>Final Touch</strong>, he knows, always washes the tires.","truthJudge",0,"Gerard is having a hard time remembering where his friend goes for a car wash every Friday morning. He knows it is either Final Touch Car Wash or Magic Hands Car Wash.","likely-unlikely","Final Touch","Where does Gerard&quotechars friend go for a wash car every Friday morning?","Magic Hands","<strong>Magic Hands</strong>, he knows, only occasionally washes the tires.","carwash_wheels","Final Touch",11712,"likely-key","prior"
18,"<strong>Eric</strong>, she knows, always wears a helmet.","truthJudge",0,"Laura is having a hard time remembering which one of her cicyling teammates her friend Monica is dating. She knows it is either Eric or Cameron.","likely-unlikely","Eric","Who is Monica&quotechars boyfriend?","Cameron","<strong>Cameron</strong>, she knows, only occasionally wears a helmet.","boyfriend_bike","Eric",10858,"likely-key","prior"
18,"<strong>Kraft Arts</strong>, he knows, always has oil paints in stock.","truthJudge",0,"Mark is having a hard time remembering which art supplies store his roommates always go to. He knows it is either Kraft Arts or the Expression Studio.","likely-unlikely","Kraft Arts","Which art supplies store does Mark&quotechars roommate always go to?","Expression Studio","<strong>Expression Studio</strong>, he knows, only occasionally has oil paints in stock.","artstore_carries","Kraft Arts",12040,"likely-key","prior"
18,"<strong>Maid By Me</strong>, he knows, always dusts the windows.","truthJudge",0.48,"Henry is having a hard time remembering which weekly cleaning service his friend&quotechars maid works for. He knows it is either Maid By Me or Sunflowers Maid Service.","likely-unlikely","Maid By Me","What cleaning service does his friend&quotechars maid work for?","Sunflowers Maid Service","<strong>Sunflowers Maid Service</strong>, he knows, only occasionally dusts the windows.","maid_dusting","Maid By Me",12537,"likely-key","literal"
18,"<strong>Dr. Smith</strong>, she knows, always writes legibly.","truthJudge",0.5,"Rebecca is having a hard time remembering who her brother&quotechars doctor is. She knows it is either Dr. Smith or Dr. Jones.","likely-unlikely","Dr. Smith","Who is her brother&quotechars doctor?","Dr. Jones","<strong>Dr. Jones</strong>, she knows, only occasionally writes legibly.","doctor_writing","Dr. Smith",12644,"likely-key","pragmatic"
18,"<strong>Tom</strong>, she knows, always turns in his homework on time.","truthJudge",0.48,"Molly is having a hard time remembering which student her officemate is tutoring. She knows it is either Tom or Jim.","likely-unlikely","Tom","Who is her officemate&quotechars student?","Jim","<strong>Jim</strong>, she knows, only occasionally turns in his homework on time.","tutor_homework","Tom",19816,"likely-key","speakermanipulation"
18,"<strong>Viva Roma</strong>, she knows, always serves breadsticks with dinner.","truthJudge",0.53,"Kim is having a hard time remembering where her roommates always go for Italian food. She knows it is either Italian Garden or Viva Roma.","likely-unlikely","Viva Roma","Where do Kim&quotechars roommates always go for Italian food?","Italian Garden","<strong>Italian Garden</strong>, she knows, only occasionally serves breadsticks with dinner.","italian_bread","Viva Roma",26125,"likely-key","literal"
19,"<strong>Misty Meadows</strong>, she knows, always has wifi working.","truthJudge",0.09,"Claire is having a hard time remembering which library her uncle always goes to. She knows it is either Rolling Springs or Misty Meadows Public Library.","unlikely-likely","Rolling Springs","Which library does Claire&quotechars uncle always go to?","Rolling Springs","<strong>Rolling Springs</strong>, she knows, only occasionally has wifi working.","library_wifi","Misty Meadows",39033,"unlikely-key","prior"
19,"<strong>Kraft Arts</strong>, he knows, always has oil paints in stock.","truthJudge",0.54,"Mark is having a hard time remembering which art supplies store his roommates always go to. He knows it is either Kraft Arts or the Expression Studio.","unlikely-likely","Kraft Arts","Which art supplies store does Mark&quotechars roommate always go to?","Expression Studio","<strong>Expression Studio</strong>, he knows, only occasionally has oil paints in stock.","artstore_carries","Kraft Arts",32039,"likely-key","speakermanipulation"
19,"<strong>Beijing Cafe</strong>, he knows, always gives out fortune cookies.","truthJudge",0.1,"Lucas is having a hard time remembering where his roommates always go for Chinese food. He knows it is either Beijing Cafe or Peking Garden.","unlikely-likely","Peking Garden","Where do Lucas&quotechars roommates always go for Chinese food?","Peking Garden","<strong>Peking Garden</strong>, he knows, only occasionally gives out fortune cookies.","chinese_fortune","Beijing Cafe",29519,"unlikely-key","prior"
19,"<strong>Danielle</strong>, she knows, keeps a call log every day.","truthJudge",0.44,"Suzanne is having a hard time remembering who her friend&quotechars new secretary is. She knows it is either Danielle or Erica.","unlikely-likely","Danielle","Who is her friend&quotechars secretary?","Erica","<strong>Erica</strong>, she knows, only occasionally keeps a call log.","secretary_report","Danielle",22851,"likely-key","speakermanipulation"
19,"Professor Burke, he knows, always takes attendance.","truthJudge",0.5,"Ed is having a hard time remembering which professor is teaching his sister&quotechars philosophy class. He knows it is either Professor Burke or Professor Carr.","unlikely-likely","Professor Burke","Who is Ed&quotechars sister&quotechars professor?","Professor Carr","Professor Carr, he knows, only occasionally takes attendance.","professor_attendance","Professor Burke",20183,"likely-key","literal"
19,"<strong>Pump Gym</strong>, she knows, always has clean towels.","truthJudge",0.5,"Katie is having a hard time remembering which gym her friend always goes to. She knows it is either Pump Gym or Core Fitness.","unlikely-likely","Pump Gym","Which gym does her friend always go to?","Core Fitness","<strong>Core Fitness</strong>, she knows, only occasionally has clean towels.","gym_towels","Pump Gym",53359,"likely-key","speakermanipulation"
19,"<strong>The baristas at Epi Coffee</strong>, she knows, always do latte art.","truthJudge",0.08,"Julia is having a hard time remembering where her brother always goes for coffee. She knows it is either Cafe Vita or Epi Coffee.","unlikely-likely","Cafe Vita","Where does Julia&quotechars brother go for coffee?","Cafe Vita","<strong>The baristas at Cafe Vita</strong>, she knows, only occasionally do latte art.","latte_art","Epi Coffee",17845,"unlikely-key","prior"
19,"<strong>Ms. Clancy</strong>, she knows, has a musical lesson every day.","truthJudge",0.02,"Sally is having a hard time remembering who her nephew Billy -- her sister&quotechars son -- has for his elementary school teacher. She knows it is either Ms. Clancy or Ms. Johnson.","unlikely-likely","Ms. Clancy","Who is Billy&quotechars teacher?","Ms. Johnson","<strong>Ms. Johnson</strong>, she knows, has a musical lesson only occasionally.","teacher_music","Ms. Clancy",20893,"likely-key","pragmatic"
19,"<strong>Ilana</strong>, he knows, turns in her rent on time every month.","truthJudge",0.42,"Don is having a hard time remembering who his friend has been subletting to for the past year. He knows it is either Ilana or Nora.","unlikely-likely","Ilana","Who is his friend&quotechars tenant?","Nora","<strong>Nora</strong>, he knows, only occasionally turns in her rent on time.","tenant_rentcheck","Ilana",16061,"likely-key","pragmatic"
19,"<strong>Maid By Me</strong>, he knows, always dusts the windows.","truthJudge",0.45,"Henry is having a hard time remembering which weekly cleaning service his friend&quotechars maid works for. He knows it is either Maid By Me or Sunflowers Maid Service.","unlikely-likely","Maid By Me","What cleaning service does his friend&quotechars maid work for?","Sunflowers Maid Service","<strong>Sunflowers Maid Service</strong>, he knows, only occasionally dusts the windows.","maid_dusting","Maid By Me",34469,"likely-key","pragmatic"
19,"<strong>Final Touch</strong>, he knows, always washes the tires.","truthJudge",0.43,"Gerard is having a hard time remembering where his friend goes for a car wash every Friday morning. He knows it is either Final Touch Car Wash or Magic Hands Car Wash.","unlikely-likely","Final Touch","Where does Gerard&quotechars friend go for a wash car every Friday morning?","Magic Hands","<strong>Magic Hands</strong>, he knows, only occasionally washes the tires.","carwash_wheels","Final Touch",14218,"likely-key","literal"
19,"<strong>Tom</strong>, she knows, always turns in his homework on time.","truthJudge",0.07,"Molly is having a hard time remembering which student her officemate is tutoring. She knows it is either Tom or Jim.","unlikely-likely","Jim","Who is her officemate&quotechars student?","Jim","<strong>Jim</strong>, she knows, only occasionally turns in his homework on time.","tutor_homework","Tom",24495,"unlikely-key","prior"
19,"<strong>Alicia</strong>, he knows, always washes her dishes.","truthJudge",0.45,"Matt is having a hard time remembering who his friend&quotechars roommate is. He knows it is either Alicia or Maya.","unlikely-likely","Alicia","Who is his friend&quotechars roommate?","Maya","<strong>Maya</strong>, he knows, only occasionally washes her dishes.","roommate_dishes","Alicia",185046,"likely-key","speakermanipulation"
19,"<strong>Dr. Smith</strong>, she knows, always writes legibly.","truthJudge",0.47,"Rebecca is having a hard time remembering who her brother&quotechars doctor is. She knows it is either Dr. Smith or Dr. Jones.","unlikely-likely","Dr. Smith","Who is her brother&quotechars doctor?","Dr. Jones","<strong>Dr. Jones</strong>, she knows, only occasionally writes legibly.","doctor_writing","Dr. Smith",13021,"likely-key","literal"
19,"<strong>Eric</strong>, she knows, always wears a helmet.","truthJudge",0.5,"Laura is having a hard time remembering which one of her cicyling teammates her friend Monica is dating. She knows it is either Eric or Cameron.","unlikely-likely","Eric","Who is Monica&quotechars boyfriend?","Cameron","<strong>Cameron</strong>, she knows, only occasionally wears a helmet.","boyfriend_bike","Eric",20160,"likely-key","pragmatic"
19,"<strong>Viva Roma</strong>, she knows, always serves breadsticks with dinner.","truthJudge",0.47,"Kim is having a hard time remembering where her roommates always go for Italian food. She knows it is either Italian Garden or Viva Roma.","unlikely-likely","Viva Roma","Where do Kim&quotechars roommates always go for Italian food?","Italian Garden","<strong>Italian Garden</strong>, she knows, only occasionally serves breadsticks with dinner.","italian_bread","Viva Roma",24589,"likely-key","literal"
20,"<strong>Tom</strong>, she knows, always turns in his homework on time.","truthJudge",0.71,"Molly is having a hard time remembering which student her officemate is tutoring. She knows it is either Tom or Jim.","likely-unlikely","Jim","Who is her officemate&quotechars student?","Jim","<strong>Jim</strong>, she knows, only occasionally turns in his homework on time.","tutor_homework","Tom",35111,"unlikely-key","pragmatic"
20,"<strong>Ms. Clancy</strong>, she knows, has a musical lesson every day.","truthJudge",1,"Sally is having a hard time remembering who her nephew Billy -- her sister&quotechars son -- has for his elementary school teacher. She knows it is either Ms. Clancy or Ms. Johnson.","likely-unlikely","Ms. Johnson","Who is Billy&quotechars teacher?","Ms. Johnson","<strong>Ms. Johnson</strong>, she knows, has a musical lesson only occasionally.","teacher_music","Ms. Clancy",18565,"unlikely-key","literal"
20,"<strong>Beijing Cafe</strong>, he knows, always gives out fortune cookies.","truthJudge",0.82,"Lucas is having a hard time remembering where his roommates always go for Chinese food. He knows it is either Beijing Cafe or Peking Garden.","likely-unlikely","Peking Garden","Where do Lucas&quotechars roommates always go for Chinese food?","Peking Garden","<strong>Peking Garden</strong>, he knows, only occasionally gives out fortune cookies.","chinese_fortune","Beijing Cafe",24637,"unlikely-key","pragmatic"
20,"<strong>Pump Gym</strong>, she knows, always has clean towels.","truthJudge",0.27,"Katie is having a hard time remembering which gym her friend always goes to. She knows it is either Pump Gym or Core Fitness.","likely-unlikely","Pump Gym","Which gym does her friend always go to?","Core Fitness","<strong>Core Fitness</strong>, she knows, only occasionally has clean towels.","gym_towels","Pump Gym",22388,"likely-key","speakermanipulation"
20,"<strong>Danielle</strong>, she knows, keeps a call log every day.","truthJudge",0.77,"Suzanne is having a hard time remembering who her friend&quotechars new secretary is. She knows it is either Danielle or Erica.","likely-unlikely","Erica","Who is her friend&quotechars secretary?","Erica","<strong>Erica</strong>, she knows, only occasionally keeps a call log.","secretary_report","Danielle",13756,"unlikely-key","literal"
20,"<strong>Viva Roma</strong>, she knows, always serves breadsticks with dinner.","truthJudge",0.11,"Kim is having a hard time remembering where her roommates always go for Italian food. She knows it is either Italian Garden or Viva Roma.","likely-unlikely","Viva Roma","Where do Kim&quotechars roommates always go for Italian food?","Italian Garden","<strong>Italian Garden</strong>, she knows, only occasionally serves breadsticks with dinner.","italian_bread","Viva Roma",37724,"likely-key","prior"
20,"<strong>Ilana</strong>, he knows, turns in her rent on time every month.","truthJudge",0.84,"Don is having a hard time remembering who his friend has been subletting to for the past year. He knows it is either Ilana or Nora.","likely-unlikely","Nora","Who is his friend&quotechars tenant?","Nora","<strong>Nora</strong>, he knows, only occasionally turns in her rent on time.","tenant_rentcheck","Ilana",13021,"unlikely-key","pragmatic"
20,"<strong>Maid By Me</strong>, he knows, always dusts the windows.","truthJudge",0.49,"Henry is having a hard time remembering which weekly cleaning service his friend&quotechars maid works for. He knows it is either Maid By Me or Sunflowers Maid Service.","likely-unlikely","Maid By Me","What cleaning service does his friend&quotechars maid work for?","Sunflowers Maid Service","<strong>Sunflowers Maid Service</strong>, he knows, only occasionally dusts the windows.","maid_dusting","Maid By Me",13941,"likely-key","pragmatic"
20,"<strong>Alicia</strong>, he knows, always washes her dishes.","truthJudge",0.73,"Matt is having a hard time remembering who his friend&quotechars roommate is. He knows it is either Alicia or Maya.","likely-unlikely","Maya","Who is his friend&quotechars roommate?","Maya","<strong>Maya</strong>, he knows, only occasionally washes her dishes.","roommate_dishes","Alicia",23053,"unlikely-key","speakermanipulation"
20,"<strong>The baristas at Epi Coffee</strong>, she knows, always do latte art.","truthJudge",0.93,"Julia is having a hard time remembering where her brother always goes for coffee. She knows it is either Cafe Vita or Epi Coffee.","likely-unlikely","Cafe Vita","Where does Julia&quotechars brother go for coffee?","Cafe Vita","<strong>The baristas at Cafe Vita</strong>, she knows, only occasionally do latte art.","latte_art","Epi Coffee",14380,"unlikely-key","literal"
20,"Professor Burke, he knows, always takes attendance.","truthJudge",0.54,"Ed is having a hard time remembering which professor is teaching his sister&quotechars philosophy class. He knows it is either Professor Burke or Professor Carr.","likely-unlikely","Professor Burke","Who is Ed&quotechars sister&quotechars professor?","Professor Carr","Professor Carr, he knows, only occasionally takes attendance.","professor_attendance","Professor Burke",16277,"likely-key","speakermanipulation"
20,"<strong>Kraft Arts</strong>, he knows, always has oil paints in stock.","truthJudge",0.72,"Mark is having a hard time remembering which art supplies store his roommates always go to. He knows it is either Kraft Arts or the Expression Studio.","likely-unlikely","Kraft Arts","Which art supplies store does Mark&quotechars roommate always go to?","Expression Studio","<strong>Expression Studio</strong>, he knows, only occasionally has oil paints in stock.","artstore_carries","Kraft Arts",9517,"likely-key","prior"
20,"<strong>Misty Meadows</strong>, she knows, always has wifi working.","truthJudge",0.8,"Claire is having a hard time remembering which library her uncle always goes to. She knows it is either Rolling Springs or Misty Meadows Public Library.","likely-unlikely","Rolling Springs","Which library does Claire&quotechars uncle always go to?","Rolling Springs","<strong>Rolling Springs</strong>, she knows, only occasionally has wifi working.","library_wifi","Misty Meadows",17380,"unlikely-key","speakermanipulation"
20,"<strong>Final Touch</strong>, he knows, always washes the tires.","truthJudge",0.59,"Gerard is having a hard time remembering where his friend goes for a car wash every Friday morning. He knows it is either Final Touch Car Wash or Magic Hands Car Wash.","likely-unlikely","Final Touch","Where does Gerard&quotechars friend go for a wash car every Friday morning?","Magic Hands","<strong>Magic Hands</strong>, he knows, only occasionally washes the tires.","carwash_wheels","Final Touch",11301,"likely-key","prior"
20,"<strong>Dr. Smith</strong>, she knows, always writes legibly.","truthJudge",0.28,"Rebecca is having a hard time remembering who her brother&quotechars doctor is. She knows it is either Dr. Smith or Dr. Jones.","likely-unlikely","Dr. Smith","Who is her brother&quotechars doctor?","Dr. Jones","<strong>Dr. Jones</strong>, she knows, only occasionally writes legibly.","doctor_writing","Dr. Smith",12574,"likely-key","prior"
20,"<strong>Eric</strong>, she knows, always wears a helmet.","truthJudge",0.79,"Laura is having a hard time remembering which one of her cicyling teammates her friend Monica is dating. She knows it is either Eric or Cameron.","likely-unlikely","Cameron","Who is Monica&quotechars boyfriend?","Cameron","<strong>Cameron</strong>, she knows, only occasionally wears a helmet.","boyfriend_bike","Eric",11285,"unlikely-key","literal"
21,"<strong>Beijing Cafe</strong>, he knows, always gives out fortune cookies.","truthJudge",0.6,"Lucas is having a hard time remembering where his roommates always go for Chinese food. He knows it is either Beijing Cafe or Peking Garden.","likely-unlikely","Peking Garden","Where do Lucas&quotechars roommates always go for Chinese food?","Peking Garden","<strong>Peking Garden</strong>, he knows, only occasionally gives out fortune cookies.","chinese_fortune","Beijing Cafe",18847,"unlikely-key","prior"
21,"<strong>Eric</strong>, she knows, always wears a helmet.","truthJudge",0.61,"Laura is having a hard time remembering which one of her cicyling teammates her friend Monica is dating. She knows it is either Eric or Cameron.","likely-unlikely","Eric","Who is Monica&quotechars boyfriend?","Cameron","<strong>Cameron</strong>, she knows, only occasionally wears a helmet.","boyfriend_bike","Eric",4976,"likely-key","prior"
21,"<strong>Maid By Me</strong>, he knows, always dusts the windows.","truthJudge",0.58,"Henry is having a hard time remembering which weekly cleaning service his friend&quotechars maid works for. He knows it is either Maid By Me or Sunflowers Maid Service.","likely-unlikely","Sunflowers Maid Service","What cleaning service does his friend&quotechars maid work for?","Sunflowers Maid Service","<strong>Sunflowers Maid Service</strong>, he knows, only occasionally dusts the windows.","maid_dusting","Maid By Me",2632,"unlikely-key","pragmatic"
21,"<strong>Ilana</strong>, he knows, turns in her rent on time every month.","truthJudge",0.43,"Don is having a hard time remembering who his friend has been subletting to for the past year. He knows it is either Ilana or Nora.","likely-unlikely","Nora","Who is his friend&quotechars tenant?","Nora","<strong>Nora</strong>, he knows, only occasionally turns in her rent on time.","tenant_rentcheck","Ilana",1416,"unlikely-key","literal"
21,"<strong>Danielle</strong>, she knows, keeps a call log every day.","truthJudge",0.57,"Suzanne is having a hard time remembering who her friend&quotechars new secretary is. She knows it is either Danielle or Erica.","likely-unlikely","Danielle","Who is her friend&quotechars secretary?","Erica","<strong>Erica</strong>, she knows, only occasionally keeps a call log.","secretary_report","Danielle",2961,"likely-key","pragmatic"
21,"<strong>Pump Gym</strong>, she knows, always has clean towels.","truthJudge",0.38,"Katie is having a hard time remembering which gym her friend always goes to. She knows it is either Pump Gym or Core Fitness.","likely-unlikely","Pump Gym","Which gym does her friend always go to?","Core Fitness","<strong>Core Fitness</strong>, she knows, only occasionally has clean towels.","gym_towels","Pump Gym",1912,"likely-key","pragmatic"
21,"<strong>Tom</strong>, she knows, always turns in his homework on time.","truthJudge",0.78,"Molly is having a hard time remembering which student her officemate is tutoring. She knows it is either Tom or Jim.","likely-unlikely","Tom","Who is her officemate&quotechars student?","Jim","<strong>Jim</strong>, she knows, only occasionally turns in his homework on time.","tutor_homework","Tom",2232,"likely-key","literal"
21,"<strong>Misty Meadows</strong>, she knows, always has wifi working.","truthJudge",0.79,"Claire is having a hard time remembering which library her uncle always goes to. She knows it is either Rolling Springs or Misty Meadows Public Library.","likely-unlikely","Rolling Springs","Which library does Claire&quotechars uncle always go to?","Rolling Springs","<strong>Rolling Springs</strong>, she knows, only occasionally has wifi working.","library_wifi","Misty Meadows",1912,"unlikely-key","pragmatic"
21,"<strong>Final Touch</strong>, he knows, always washes the tires.","truthJudge",0.8,"Gerard is having a hard time remembering where his friend goes for a car wash every Friday morning. He knows it is either Final Touch Car Wash or Magic Hands Car Wash.","likely-unlikely","Magic Hands","Where does Gerard&quotechars friend go for a wash car every Friday morning?","Magic Hands","<strong>Magic Hands</strong>, he knows, only occasionally washes the tires.","carwash_wheels","Final Touch",3569,"unlikely-key","prior"
21,"<strong>Ms. Clancy</strong>, she knows, has a musical lesson every day.","truthJudge",0.43,"Sally is having a hard time remembering who her nephew Billy -- her sister&quotechars son -- has for his elementary school teacher. She knows it is either Ms. Clancy or Ms. Johnson.","likely-unlikely","Ms. Clancy","Who is Billy&quotechars teacher?","Ms. Johnson","<strong>Ms. Johnson</strong>, she knows, has a musical lesson only occasionally.","teacher_music","Ms. Clancy",2887,"likely-key","speakermanipulation"
21,"<strong>Viva Roma</strong>, she knows, always serves breadsticks with dinner.","truthJudge",0.66,"Kim is having a hard time remembering where her roommates always go for Italian food. She knows it is either Italian Garden or Viva Roma.","likely-unlikely","Viva Roma","Where do Kim&quotechars roommates always go for Italian food?","Italian Garden","<strong>Italian Garden</strong>, she knows, only occasionally serves breadsticks with dinner.","italian_bread","Viva Roma",2640,"likely-key","speakermanipulation"
21,"<strong>Kraft Arts</strong>, he knows, always has oil paints in stock.","truthJudge",0.69,"Mark is having a hard time remembering which art supplies store his roommates always go to. He knows it is either Kraft Arts or the Expression Studio.","likely-unlikely","Expression Studio","Which art supplies store does Mark&quotechars roommate always go to?","Expression Studio","<strong>Expression Studio</strong>, he knows, only occasionally has oil paints in stock.","artstore_carries","Kraft Arts",3016,"unlikely-key","literal"
21,"<strong>Dr. Smith</strong>, she knows, always writes legibly.","truthJudge",0.47,"Rebecca is having a hard time remembering who her brother&quotechars doctor is. She knows it is either Dr. Smith or Dr. Jones.","likely-unlikely","Dr. Smith","Who is her brother&quotechars doctor?","Dr. Jones","<strong>Dr. Jones</strong>, she knows, only occasionally writes legibly.","doctor_writing","Dr. Smith",2321,"likely-key","speakermanipulation"
21,"Professor Burke, he knows, always takes attendance.","truthJudge",0.66,"Ed is having a hard time remembering which professor is teaching his sister&quotechars philosophy class. He knows it is either Professor Burke or Professor Carr.","likely-unlikely","Professor Carr","Who is Ed&quotechars sister&quotechars professor?","Professor Carr","Professor Carr, he knows, only occasionally takes attendance.","professor_attendance","Professor Burke",2696,"unlikely-key","speakermanipulation"
21,"<strong>Alicia</strong>, he knows, always washes her dishes.","truthJudge",0.54,"Matt is having a hard time remembering who his friend&quotechars roommate is. He knows it is either Alicia or Maya.","likely-unlikely","Maya","Who is his friend&quotechars roommate?","Maya","<strong>Maya</strong>, he knows, only occasionally washes her dishes.","roommate_dishes","Alicia",2840,"unlikely-key","literal"
21,"<strong>The baristas at Epi Coffee</strong>, she knows, always do latte art.","truthJudge",0.47,"Julia is having a hard time remembering where her brother always goes for coffee. She knows it is either Cafe Vita or Epi Coffee.","likely-unlikely","Epi Coffee","Where does Julia&quotechars brother go for coffee?","Cafe Vita","<strong>The baristas at Cafe Vita</strong>, she knows, only occasionally do latte art.","latte_art","Epi Coffee",2320,"likely-key","prior"
22,"<strong>Ms. Clancy</strong>, she knows, has a musical lesson every day.","truthJudge",0.32,"Sally is having a hard time remembering who her nephew Billy -- her sister&quotechars son -- has for his elementary school teacher. She knows it is either Ms. Clancy or Ms. Johnson.","unlikely-likely","Ms. Clancy","Who is Billy&quotechars teacher?","Ms. Johnson","<strong>Ms. Johnson</strong>, she knows, has a musical lesson only occasionally.","teacher_music","Ms. Clancy",14722,"likely-key","literal"
22,"<strong>Pump Gym</strong>, she knows, always has clean towels.","truthJudge",0.25,"Katie is having a hard time remembering which gym her friend always goes to. She knows it is either Pump Gym or Core Fitness.","unlikely-likely","Pump Gym","Which gym does her friend always go to?","Core Fitness","<strong>Core Fitness</strong>, she knows, only occasionally has clean towels.","gym_towels","Pump Gym",13529,"likely-key","pragmatic"
22,"<strong>Tom</strong>, she knows, always turns in his homework on time.","truthJudge",0.3,"Molly is having a hard time remembering which student her officemate is tutoring. She knows it is either Tom or Jim.","unlikely-likely","Tom","Who is her officemate&quotechars student?","Jim","<strong>Jim</strong>, she knows, only occasionally turns in his homework on time.","tutor_homework","Tom",13900,"likely-key","speakermanipulation"
22,"<strong>Maid By Me</strong>, he knows, always dusts the windows.","truthJudge",0,"Henry is having a hard time remembering which weekly cleaning service his friend&quotechars maid works for. He knows it is either Maid By Me or Sunflowers Maid Service.","unlikely-likely","Sunflowers Maid Service","What cleaning service does his friend&quotechars maid work for?","Sunflowers Maid Service","<strong>Sunflowers Maid Service</strong>, he knows, only occasionally dusts the windows.","maid_dusting","Maid By Me",17398,"unlikely-key","prior"
22,"<strong>Viva Roma</strong>, she knows, always serves breadsticks with dinner.","truthJudge",0.3,"Kim is having a hard time remembering where her roommates always go for Italian food. She knows it is either Italian Garden or Viva Roma.","unlikely-likely","Viva Roma","Where do Kim&quotechars roommates always go for Italian food?","Italian Garden","<strong>Italian Garden</strong>, she knows, only occasionally serves breadsticks with dinner.","italian_bread","Viva Roma",12731,"likely-key","literal"
22,"<strong>Dr. Smith</strong>, she knows, always writes legibly.","truthJudge",0.02,"Rebecca is having a hard time remembering who her brother&quotechars doctor is. She knows it is either Dr. Smith or Dr. Jones.","unlikely-likely","Dr. Jones","Who is her brother&quotechars doctor?","Dr. Jones","<strong>Dr. Jones</strong>, she knows, only occasionally writes legibly.","doctor_writing","Dr. Smith",6648,"unlikely-key","prior"
22,"<strong>Danielle</strong>, she knows, keeps a call log every day.","truthJudge",0.28,"Suzanne is having a hard time remembering who her friend&quotechars new secretary is. She knows it is either Danielle or Erica.","unlikely-likely","Danielle","Who is her friend&quotechars secretary?","Erica","<strong>Erica</strong>, she knows, only occasionally keeps a call log.","secretary_report","Danielle",8020,"likely-key","pragmatic"
