"workerid","rt","trial_type","trial_num","targetSentence","log_dayrate","interval","observationSentence","past","item","condition","ntimes","dayrate","utt","utt_interval"
7,6173,"propensity_judgment",20,"You overhear two friends talking. <br>One of them says to the other, ""Jacob went outside today.""",-1.94591014906,"week","Jacob went outside today.","went outside","go outside","communication",1,0.142857142857,"Jacob went outside today.",day
7,7373,"propensity_judgment",21,"You overhear two friends talking. <br>One of them says to the other, ""Linda ate pasta today.""",-1.94591014906,"week","Linda ate pasta today.","ate pasta","eat pasta","communication",1,0.142857142857,"Linda ate pasta today.",day
7,7535,"propensity_judgment",22,"You overhear two friends talking. <br>One of them says to the other, ""Michelle drank coffee today.""",-1.94591014906,"week","Michelle drank coffee today.","drank coffee","drink coffee","communication",1,0.142857142857,"Michelle drank coffee today.",day
7,5863,"propensity_judgment",23,"You overhear two friends talking. <br>One of them says to the other, ""Bridgette bought her own groceries this week.""",-3.40119738166,"month","Bridgette bought her own groceries this week.","bought their own groceries","buy their own groceries","communication",1,0.0333333333333,"Bridgette bought her own groceries this week.",week
7,8213,"propensity_judgment",24,"You overhear two friends talking. <br>One of them says to the other, ""Kathleen wore a hat today.""",-1.94591014906,"week","Kathleen wore a hat today.","wore a hat","wear a hat","communication",1,0.142857142857,"Kathleen wore a hat today.",day
7,19153,"propensity_judgment",25,"You overhear two friends talking. <br>One of them says to the other, ""Rebecca washed her hair this week.""",-1.94591014906,"week","Rebecca washed her hair this week.","washed their hair","wash their hair","communication",1,0.142857142857,"Rebecca washed her hair this week.",week
8,15045,"propensity_judgment",1,"You overhear two friends talking. <br>One of them says to the other, ""Theresa washed her hair this week.""",-2.7080502011,"month","Theresa washed her hair this week.","washed their hair","wash their hair","communication",2,0.0666666666667,"Theresa washed her hair this week.",week
8,9698,"propensity_judgment",2,"You overhear two friends talking. <br>One of them says to the other, ""Daniel drank lemonade today.""",-0.847297860387,"week","Daniel drank lemonade today.","drank lemonade","drink lemonade","communication",3,0.428571428571,"Daniel drank lemonade today.",day
8,13085,"propensity_judgment",3,"You overhear two friends talking. <br>One of them says to the other, ""Sophia wore a shirt today.""",0,"day","Sophia wore a shirt today.","wore a shirt","wear a shirt","communication",1,1,"Sophia wore a shirt today.",day
8,7296,"propensity_judgment",4,"You overhear two friends talking. <br>One of them says to the other, ""Seth paid his taxes this year.""",-5.89989735358,"year","Seth paid his taxes this year.","paid their taxes","pay their taxes","communication",1,0.0027397260274,"Seth paid his taxes this year.",year
8,7333,"propensity_judgment",5,"You overhear two friends talking. <br>One of them says to the other, ""Janet washed her dishes today.""",-1.94591014906,"week","Janet washed her dishes today.","washed their dishes","wash their dishes","communication",1,0.142857142857,"Janet washed her dishes today.",day
8,7714,"propensity_judgment",6,"You overhear two friends talking. <br>One of them says to the other, ""Fred drank coffee today.""",-0.847297860387,"week","Fred drank coffee today.","drank coffee","drink coffee","communication",3,0.428571428571,"Fred drank coffee today.",day
8,7588,"propensity_judgment",7,"You overhear two friends talking. <br>One of them says to the other, ""Natalie took a vacation this year.""",-7.50933526602,"5 years","Natalie took a vacation this year.","took a vacation","take a vacation","communication",1,0.000547945205479,"Natalie took a vacation this year.",year
8,7667,"propensity_judgment",8,"You overhear two friends talking. <br>One of them says to the other, ""William changed his bedsheets this week.""",-2.7080502011,"month","William changed his bedsheets this week.","changed their bedsheets","change their bedsheets","communication",2,0.0666666666667,"William changed his bedsheets this week.",week
8,8263,"propensity_judgment",9,"You overhear two friends talking. <br>One of them says to the other, ""Linda went to a Renaissance fair this year.""",-6.81618808546,"5 years","Linda went to a Renaissance fair this year.","went to a Renaissance fair","go to Renaissance fairs","communication",2,0.00109589041096,"Linda went to a Renaissance fair this year.",year
8,8095,"propensity_judgment",10,"You overhear two friends talking. <br>One of them says to the other, ""Jessica ate pasta today.""",-1.94591014906,"week","Jessica ate pasta today.","ate pasta","eat pasta","communication",1,0.142857142857,"Jessica ate pasta today.",day
8,7172,"propensity_judgment",11,"You overhear two friends talking. <br>One of them says to the other, ""Kristina used a cell phone today.""",0,"day","Kristina used a cell phone today.","used a cell phone","use a cell phone","communication",1,1,"Kristina used a cell phone today.",day
8,9541,"propensity_judgment",12,"You overhear two friends talking. <br>One of them says to the other, ""Ben had a birthday party this year.""",-7.50933526602,"5 years","Ben had a birthday party this year.","had a birthday party","have a birthday party","communication",1,0.000547945205479,"Ben had a birthday party this year.",year
8,8035,"propensity_judgment",13,"You overhear two friends talking. <br>One of them says to the other, ""Lee went outside today.""",-0.336472236621,"week","Lee went outside today.","went outside","go outside","communication",5,0.714285714286,"Lee went outside today.",day
8,11412,"propensity_judgment",14,"You overhear two friends talking. <br>One of them says to the other, ""Stephen wore tie-dye today.""",-1.2527629685,"week","Stephen wore tie-dye today.","wore tie-dye","wear tie-dye","communication",2,0.285714285714,"Stephen wore tie-dye today.",day
8,9666,"propensity_judgment",15,"You overhear two friends talking. <br>One of them says to the other, ""Alicia bought her own groceries this week.""",-3.40119738166,"month","Alicia bought her own groceries this week.","bought their own groceries","buy their own groceries","communication",1,0.0333333333333,"Alicia bought her own groceries this week.",week
8,8874,"propensity_judgment",16,"You overhear two friends talking. <br>One of them says to the other, ""Jennifer ate breakfast today.""",-0.559615787935,"week","Jennifer ate breakfast today.","ate breakfast","eat breakfast","communication",4,0.571428571429,"Jennifer ate breakfast today.",day
8,8266,"propensity_judgment",17,"You overhear two friends talking. <br>One of them says to the other, ""Scott ate meat today.""",-0.847297860387,"week","Scott ate meat today.","ate meat","eat meat","communication",3,0.428571428571,"Scott ate meat today.",day
8,6323,"propensity_judgment",18,"You overhear two friends talking. <br>One of them says to the other, ""Brooke wore shoes today.""",0,"day","Brooke wore shoes today.","wore shoes","wear shoes","communication",1,1,"Brooke wore shoes today.",day
8,8575,"propensity_judgment",19,"You overhear two friends talking. <br>One of them says to the other, ""Amber drove a car today.""",0,"day","Amber drove a car today.","drove a car","drive a car","communication",1,1,"Amber drove a car today.",day
8,6765,"propensity_judgment",20,"You overhear two friends talking. <br>One of them says to the other, ""Crystal wore glasses today.""",0,"day","Crystal wore glasses today.","wore glasses","wear glasses","communication",1,1,"Crystal wore glasses today.",day
8,7581,"propensity_judgment",21,"You overhear two friends talking. <br>One of them says to the other, ""Martin took dance lessons this week.""",-1.94591014906,"week","Martin took dance lessons this week.","took dance lessons","take dance lessons","communication",1,0.142857142857,"Martin took dance lessons this week.",week
8,7231,"propensity_judgment",22,"You overhear two friends talking. <br>One of them says to the other, ""Lewis went on a hike this month.""",-4.80128506491,"year","Lewis went on a hike this month.","went on a hike","go on a hike","communication",3,0.00821917808219,"Lewis went on a hike this month.",month
8,16494,"propensity_judgment",23,"You overhear two friends talking. <br>One of them says to the other, ""Angela exercised this month.""",-1.94591014906,"week","Angela exercised this month.","exercised","exercise","communication",1,0.142857142857,"Angela exercised this month.",month
8,7380,"propensity_judgment",24,"You overhear two friends talking. <br>One of them says to the other, ""Ted went skiing this year.""",-6.41072297735,"5 years","Ted went skiing this year.","went skiing","go skiing","communication",3,0.00164383561644,"Ted went skiing this year.",year
8,6938,"propensity_judgment",25,"You overhear two friends talking. <br>One of them says to the other, ""Esther wore a hat today.""",-1.2527629685,"week","Esther wore a hat today.","wore a hat","wear a hat","communication",2,0.285714285714,"Esther wore a hat today.",day
9,8105,"propensity_judgment",1,"You overhear two friends talking. <br>One of them says to the other, ""Scott took a vacation this year.""",-5.89989735358,"year","Scott took a vacation this year.","took a vacation","take a vacation","communication",1,0.0027397260274,"Scott took a vacation this year.",year
9,13960,"propensity_judgment",2,"You overhear two friends talking. <br>One of them says to the other, ""Veronica wore glasses today.""",-1.2527629685,"week","Veronica wore glasses today.","wore glasses","wear glasses","communication",2,0.285714285714,"Veronica wore glasses today.",day
9,8392,"propensity_judgment",3,"You overhear two friends talking. <br>One of them says to the other, ""Tina washed her dishes today.""",0,"day","Tina washed her dishes today.","washed their dishes","wash their dishes","communication",1,1,"Tina washed her dishes today.",day
9,6936,"propensity_judgment",4,"You overhear two friends talking. <br>One of them says to the other, ""Kyle wore tie-dye today.""",-1.94591014906,"week","Kyle wore tie-dye today.","wore tie-dye","wear tie-dye","communication",1,0.142857142857,"Kyle wore tie-dye today.",day
9,7121,"propensity_judgment",5,"You overhear two friends talking. <br>One of them says to the other, ""John paid his taxes this year.""",-5.89989735358,"year","John paid his taxes this year.","paid their taxes","pay their taxes","communication",1,0.0027397260274,"John paid his taxes this year.",year
9,4610,"propensity_judgment",6,"You overhear two friends talking. <br>One of them says to the other, ""Linda went to a Renaissance fair this year.""",-5.89989735358,"year","Linda went to a Renaissance fair this year.","went to a Renaissance fair","go to Renaissance fairs","communication",1,0.0027397260274,"Linda went to a Renaissance fair this year.",year
9,5445,"propensity_judgment",7,"You overhear two friends talking. <br>One of them says to the other, ""Elizabeth went skiing this year.""",-5.89989735358,"year","Elizabeth went skiing this year.","went skiing","go skiing","communication",1,0.0027397260274,"Elizabeth went skiing this year.",year
9,4803,"propensity_judgment",8,"You overhear two friends talking. <br>One of them says to the other, ""Rebecca exercised this month.""",-1.94591014906,"week","Rebecca exercised this month.","exercised","exercise","communication",1,0.142857142857,"Rebecca exercised this month.",month
9,4365,"propensity_judgment",9,"You overhear two friends talking. <br>One of them says to the other, ""Bridgette washed her hair this week.""",-1.94591014906,"week","Bridgette washed her hair this week.","washed their hair","wash their hair","communication",1,0.142857142857,"Bridgette washed her hair this week.",week
9,4511,"propensity_judgment",10,"You overhear two friends talking. <br>One of them says to the other, ""Janet ate meat today.""",0,"day","Janet ate meat today.","ate meat","eat meat","communication",1,1,"Janet ate meat today.",day
9,3681,"propensity_judgment",11,"You overhear two friends talking. <br>One of them says to the other, ""Alexander ate pasta today.""",-1.94591014906,"week","Alexander ate pasta today.","ate pasta","eat pasta","communication",1,0.142857142857,"Alexander ate pasta today.",day
9,4320,"propensity_judgment",12,"You overhear two friends talking. <br>One of them says to the other, ""Crystal had a birthday party this year.""",-5.89989735358,"year","Crystal had a birthday party this year.","had a birthday party","have a birthday party","communication",1,0.0027397260274,"Crystal had a birthday party this year.",year
9,3732,"propensity_judgment",13,"You overhear two friends talking. <br>One of them says to the other, ""Lee drank lemonade today.""",-1.94591014906,"week","Lee drank lemonade today.","drank lemonade","drink lemonade","communication",1,0.142857142857,"Lee drank lemonade today.",day
9,3604,"propensity_judgment",14,"You overhear two friends talking. <br>One of them says to the other, ""Ben ate breakfast today.""",0,"day","Ben ate breakfast today.","ate breakfast","eat breakfast","communication",1,1,"Ben ate breakfast today.",day
9,4417,"propensity_judgment",15,"You overhear two friends talking. <br>One of them says to the other, ""Kelly bought her own groceries this week.""",-3.40119738166,"month","Kelly bought her own groceries this week.","bought their own groceries","buy their own groceries","communication",1,0.0333333333333,"Kelly bought her own groceries this week.",week
9,4764,"propensity_judgment",16,"You overhear two friends talking. <br>One of them says to the other, ""Maya went outside today.""",-1.94591014906,"week","Maya went outside today.","went outside","go outside","communication",1,0.142857142857,"Maya went outside today.",day
9,3603,"propensity_judgment",17,"You overhear two friends talking. <br>One of them says to the other, ""Vince wore shoes today.""",0,"day","Vince wore shoes today.","wore shoes","wear shoes","communication",1,1,"Vince wore shoes today.",day
9,3794,"propensity_judgment",18,"You overhear two friends talking. <br>One of them says to the other, ""Jack drank coffee today.""",0.69314718056,"day","Jack drank coffee today.","drank coffee","drink coffee","communication",2,2,"Jack drank coffee today.",day
9,3233,"propensity_judgment",19,"You overhear two friends talking. <br>One of them says to the other, ""Greg wore a shirt today.""",0,"day","Greg wore a shirt today.","wore a shirt","wear a shirt","communication",1,1,"Greg wore a shirt today.",day
9,4727,"propensity_judgment",20,"You overhear two friends talking. <br>One of them says to the other, ""Hillary drove a car today.""",-1.94591014906,"week","Hillary drove a car today.","drove a car","drive a car","communication",1,0.142857142857,"Hillary drove a car today.",day
9,4457,"propensity_judgment",21,"You overhear two friends talking. <br>One of them says to the other, ""Alicia changed her bedsheets this week.""",-3.40119738166,"month","Alicia changed her bedsheets this week.","changed their bedsheets","change their bedsheets","communication",1,0.0333333333333,"Alicia changed her bedsheets this week.",week
9,4473,"propensity_judgment",22,"You overhear two friends talking. <br>One of them says to the other, ""Ted went on a hike this month.""",-3.40119738166,"month","Ted went on a hike this month.","went on a hike","go on a hike","communication",1,0.0333333333333,"Ted went on a hike this month.",month
9,3171,"propensity_judgment",23,"You overhear two friends talking. <br>One of them says to the other, ""Theresa used a cell phone today.""",0,"day","Theresa used a cell phone today.","used a cell phone","use a cell phone","communication",1,1,"Theresa used a cell phone today.",day
9,3350,"propensity_judgment",24,"You overhear two friends talking. <br>One of them says to the other, ""Josh wore a hat today.""",-1.94591014906,"week","Josh wore a hat today.","wore a hat","wear a hat","communication",1,0.142857142857,"Josh wore a hat today.",day
9,3208,"propensity_judgment",25,"You overhear two friends talking. <br>One of them says to the other, ""Seth took dance lessons this week.""",-1.94591014906,"week","Seth took dance lessons this week.","took dance lessons","take dance lessons","communication",1,0.142857142857,"Seth took dance lessons this week.",week
10,17932,"propensity_judgment",1,"You overhear two friends talking. <br>One of them says to the other, ""Amber washed her hair this week.""",-1.94591014906,"week","Amber washed her hair this week.","washed their hair","wash their hair","communication",1,0.142857142857,"Amber washed her hair this week.",week
10,7730,"propensity_judgment",2,"You overhear two friends talking. <br>One of them says to the other, ""Lee went to a Renaissance fair this year.""",-5.89989735358,"year","Lee went to a Renaissance fair this year.","went to a Renaissance fair","go to Renaissance fairs","communication",1,0.0027397260274,"Lee went to a Renaissance fair this year.",year
10,10836,"propensity_judgment",3,"You overhear two friends talking. <br>One of them says to the other, ""Jack washed his dishes today.""",0,"day","Jack washed his dishes today.","washed their dishes","wash their dishes","communication",1,1,"Jack washed his dishes today.",day
10,8737,"propensity_judgment",4,"You overhear two friends talking. <br>One of them says to the other, ""Jessica went on a hike this month.""",-3.40119738166,"month","Jessica went on a hike this month.","went on a hike","go on a hike","communication",1,0.0333333333333,"Jessica went on a hike this month.",month
10,8343,"propensity_judgment",5,"You overhear two friends talking. <br>One of them says to the other, ""Michael wore a hat today.""",0,"day","Michael wore a hat today.","wore a hat","wear a hat","communication",1,1,"Michael wore a hat today.",day
10,7815,"propensity_judgment",6,"You overhear two friends talking. <br>One of them says to the other, ""Esther wore tie-dye today.""",-1.94591014906,"week","Esther wore tie-dye today.","wore tie-dye","wear tie-dye","communication",1,0.142857142857,"Esther wore tie-dye today.",day
10,4499,"propensity_judgment",7,"You overhear two friends talking. <br>One of them says to the other, ""Maya drank lemonade today.""",-1.94591014906,"week","Maya drank lemonade today.","drank lemonade","drink lemonade","communication",1,0.142857142857,"Maya drank lemonade today.",day
10,4774,"propensity_judgment",8,"You overhear two friends talking. <br>One of them says to the other, ""Linda took a vacation this year.""",-5.89989735358,"year","Linda took a vacation this year.","took a vacation","take a vacation","communication",1,0.0027397260274,"Linda took a vacation this year.",year
10,7001,"propensity_judgment",9,"You overhear two friends talking. <br>One of them says to the other, ""Alexander ate meat today.""",-1.94591014906,"week","Alexander ate meat today.","ate meat","eat meat","communication",1,0.142857142857,"Alexander ate meat today.",day
10,3877,"propensity_judgment",10,"You overhear two friends talking. <br>One of them says to the other, ""Janet ate pasta today.""",-1.94591014906,"week","Janet ate pasta today.","ate pasta","eat pasta","communication",1,0.142857142857,"Janet ate pasta today.",day
10,4955,"propensity_judgment",11,"You overhear two friends talking. <br>One of them says to the other, ""Stephen wore shoes today.""",0,"day","Stephen wore shoes today.","wore shoes","wear shoes","communication",1,1,"Stephen wore shoes today.",day
10,5252,"propensity_judgment",12,"You overhear two friends talking. <br>One of them says to the other, ""Stephen went skiing this year.""",-5.89989735358,"year","Stephen went skiing this year.","went skiing","go skiing","communication",1,0.0027397260274,"Stephen went skiing this year.",year
10,7035,"propensity_judgment",13,"You overhear two friends talking. <br>One of them says to the other, ""Kathleen bought her own groceries this week.""",-1.94591014906,"week","Kathleen bought her own groceries this week.","bought their own groceries","buy their own groceries","communication",1,0.142857142857,"Kathleen bought her own groceries this week.",week
10,4715,"propensity_judgment",14,"You overhear two friends talking. <br>One of them says to the other, ""Brian wore a shirt today.""",0,"day","Brian wore a shirt today.","wore a shirt","wear a shirt","communication",1,1,"Brian wore a shirt today.",day
10,6331,"propensity_judgment",15,"You overhear two friends talking. <br>One of them says to the other, ""Elisa had a birthday party this year.""",-5.89989735358,"year","Elisa had a birthday party this year.","had a birthday party","have a birthday party","communication",1,0.0027397260274,"Elisa had a birthday party this year.",year
10,3941,"propensity_judgment",16,"You overhear two friends talking. <br>One of them says to the other, ""Jacob used a cell phone today.""",0,"day","Jacob used a cell phone today.","used a cell phone","use a cell phone","communication",1,1,"Jacob used a cell phone today.",day
10,5075,"propensity_judgment",17,"You overhear two friends talking. <br>One of them says to the other, ""Bridgette drove a car today.""",0,"day","Bridgette drove a car today.","drove a car","drive a car","communication",1,1,"Bridgette drove a car today.",day
10,7887,"propensity_judgment",18,"You overhear two friends talking. <br>One of them says to the other, ""Angela paid her taxes this year.""",-5.89989735358,"year","Angela paid her taxes this year.","paid their taxes","pay their taxes","communication",1,0.0027397260274,"Angela paid her taxes this year.",year
10,6199,"propensity_judgment",19,"You overhear two friends talking. <br>One of them says to the other, ""Daniel changed his bedsheets this week.""",-1.94591014906,"week","Daniel changed his bedsheets this week.","changed their bedsheets","change their bedsheets","communication",1,0.142857142857,"Daniel changed his bedsheets this week.",week
10,5681,"propensity_judgment",20,"You overhear two friends talking. <br>One of them says to the other, ""Sophia exercised this month.""",-3.40119738166,"month","Sophia exercised this month.","exercised","exercise","communication",1,0.0333333333333,"Sophia exercised this month.",month
10,3317,"propensity_judgment",21,"You overhear two friends talking. <br>One of them says to the other, ""Kim wore glasses today.""",0,"day","Kim wore glasses today.","wore glasses","wear glasses","communication",1,1,"Kim wore glasses today.",day
10,6564,"propensity_judgment",22,"You overhear two friends talking. <br>One of them says to the other, ""Hillary drank coffee today.""",0,"day","Hillary drank coffee today.","drank coffee","drink coffee","communication",1,1,"Hillary drank coffee today.",day
10,3195,"propensity_judgment",23,"You overhear two friends talking. <br>One of them says to the other, ""Ben went outside today.""",0,"day","Ben went outside today.","went outside","go outside","communication",1,1,"Ben went outside today.",day
10,3711,"propensity_judgment",24,"You overhear two friends talking. <br>One of them says to the other, ""Rebecca took dance lessons this week.""",-1.94591014906,"week","Rebecca took dance lessons this week.","took dance lessons","take dance lessons","communication",1,0.142857142857,"Rebecca took dance lessons this week.",week
10,4301,"propensity_judgment",25,"You overhear two friends talking. <br>One of them says to the other, ""Tim ate breakfast today.""",0,"day","Tim ate breakfast today.","ate breakfast","eat breakfast","communication",1,1,"Tim ate breakfast today.",day
11,20910,"propensity_judgment",1,"You overhear two friends talking. <br>One of them says to the other, ""Jack went skiing this year.""",-5.89989735358,"year","Jack went skiing this year.","went skiing","go skiing","communication",1,0.0027397260274,"Jack went skiing this year.",year
11,9541,"propensity_judgment",2,"You overhear two friends talking. <br>One of them says to the other, ""Michelle took a vacation this year.""",-5.89989735358,"year","Michelle took a vacation this year.","took a vacation","take a vacation","communication",1,0.0027397260274,"Michelle took a vacation this year.",year
11,10520,"propensity_judgment",3,"You overhear two friends talking. <br>One of them says to the other, ""Scott exercised this month.""",-3.40119738166,"month","Scott exercised this month.","exercised","exercise","communication",1,0.0333333333333,"Scott exercised this month.",month
11,18966,"propensity_judgment",4,"You overhear two friends talking. <br>One of them says to the other, ""Tom wore a hat today.""",0,"day","Tom wore a hat today.","wore a hat","wear a hat","communication",1,1,"Tom wore a hat today.",day
11,9492,"propensity_judgment",5,"You overhear two friends talking. <br>One of them says to the other, ""Ted went to a Renaissance fair this year.""",-5.89989735358,"year","Ted went to a Renaissance fair this year.","went to a Renaissance fair","go to Renaissance fairs","communication",1,0.0027397260274,"Ted went to a Renaissance fair this year.",year
11,8281,"propensity_judgment",6,"You overhear two friends talking. <br>One of them says to the other, ""David went on a hike this month.""",-3.40119738166,"month","David went on a hike this month.","went on a hike","go on a hike","communication",1,0.0333333333333,"David went on a hike this month.",month
11,13949,"propensity_judgment",7,"You overhear two friends talking. <br>One of them says to the other, ""Kim ate meat today.""",-3.40119738166,"month","Kim ate meat today.","ate meat","eat meat","communication",1,0.0333333333333,"Kim ate meat today.",day
11,7234,"propensity_judgment",8,"You overhear two friends talking. <br>One of them says to the other, ""Melinda ate breakfast today.""",0,"day","Melinda ate breakfast today.","ate breakfast","eat breakfast","communication",1,1,"Melinda ate breakfast today.",day
11,10290,"propensity_judgment",9,"You overhear two friends talking. <br>One of them says to the other, ""George took dance lessons this week.""",-1.94591014906,"week","George took dance lessons this week.","took dance lessons","take dance lessons","communication",1,0.142857142857,"George took dance lessons this week.",week
11,16697,"propensity_judgment",10,"You overhear two friends talking. <br>One of them says to the other, ""Rebecca drank lemonade today.""",-1.94591014906,"week","Rebecca drank lemonade today.","drank lemonade","drink lemonade","communication",1,0.142857142857,"Rebecca drank lemonade today.",day
11,9016,"propensity_judgment",11,"You overhear two friends talking. <br>One of them says to the other, ""Lucas went outside today.""",0,"day","Lucas went outside today.","went outside","go outside","communication",1,1,"Lucas went outside today.",day
11,8059,"propensity_judgment",12,"You overhear two friends talking. <br>One of them says to the other, ""Theresa wore glasses today.""",0,"day","Theresa wore glasses today.","wore glasses","wear glasses","communication",1,1,"Theresa wore glasses today.",day
11,6768,"propensity_judgment",13,"You overhear two friends talking. <br>One of them says to the other, ""Kristina washed her dishes today.""",-1.94591014906,"week","Kristina washed her dishes today.","washed their dishes","wash their dishes","communication",1,0.142857142857,"Kristina washed her dishes today.",day
11,7741,"propensity_judgment",14,"You overhear two friends talking. <br>One of them says to the other, ""Tina bought her own groceries this week.""",-1.94591014906,"week","Tina bought her own groceries this week.","bought their own groceries","buy their own groceries","communication",1,0.142857142857,"Tina bought her own groceries this week.",week
11,8692,"propensity_judgment",15,"You overhear two friends talking. <br>One of them says to the other, ""Esther used a cell phone today.""",0,"day","Esther used a cell phone today.","used a cell phone","use a cell phone","communication",1,1,"Esther used a cell phone today.",day
11,7188,"propensity_judgment",16,"You overhear two friends talking. <br>One of them says to the other, ""Laura paid her taxes this year.""",-5.89989735358,"year","Laura paid her taxes this year.","paid their taxes","pay their taxes","communication",1,0.0027397260274,"Laura paid her taxes this year.",year
11,11016,"propensity_judgment",17,"You overhear two friends talking. <br>One of them says to the other, ""Cameron changed his bedsheets this week.""",-1.94591014906,"week","Cameron changed his bedsheets this week.","changed their bedsheets","change their bedsheets","communication",1,0.142857142857,"Cameron changed his bedsheets this week.",week
11,7696,"propensity_judgment",18,"You overhear two friends talking. <br>One of them says to the other, ""Christopher had a birthday party this year.""",-5.89989735358,"year","Christopher had a birthday party this year.","had a birthday party","have a birthday party","communication",1,0.0027397260274,"Christopher had a birthday party this year.",year
11,9441,"propensity_judgment",19,"You overhear two friends talking. <br>One of them says to the other, ""Anthony washed his hair this week.""",-1.94591014906,"week","Anthony washed his hair this week.","washed their hair","wash their hair","communication",1,0.142857142857,"Anthony washed his hair this week.",week
11,8447,"propensity_judgment",20,"You overhear two friends talking. <br>One of them says to the other, ""Angela wore shoes today.""",0,"day","Angela wore shoes today.","wore shoes","wear shoes","communication",1,1,"Angela wore shoes today.",day
11,11137,"propensity_judgment",21,"You overhear two friends talking. <br>One of them says to the other, ""Ben drove a car today.""",-1.94591014906,"week","Ben drove a car today.","drove a car","drive a car","communication",1,0.142857142857,"Ben drove a car today.",day
11,8908,"propensity_judgment",22,"You overhear two friends talking. <br>One of them says to the other, ""Kelly wore tie-dye today.""",-3.40119738166,"month","Kelly wore tie-dye today.","wore tie-dye","wear tie-dye","communication",1,0.0333333333333,"Kelly wore tie-dye today.",day
11,8778,"propensity_judgment",23,"You overhear two friends talking. <br>One of them says to the other, ""Kathleen drank coffee today.""",0,"day","Kathleen drank coffee today.","drank coffee","drink coffee","communication",1,1,"Kathleen drank coffee today.",day
11,8885,"propensity_judgment",24,"You overhear two friends talking. <br>One of them says to the other, ""Stephanie ate pasta today.""",-3.40119738166,"month","Stephanie ate pasta today.","ate pasta","eat pasta","communication",1,0.0333333333333,"Stephanie ate pasta today.",day
11,7635,"propensity_judgment",25,"You overhear two friends talking. <br>One of them says to the other, ""Lewis wore a shirt today.""",0,"day","Lewis wore a shirt today.","wore a shirt","wear a shirt","communication",1,1,"Lewis wore a shirt today.",day
12,14988,"propensity_judgment",1,"You overhear two friends talking. <br>One of them says to the other, ""Elizabeth paid her taxes this year.""",-5.89989735358,"year","Elizabeth paid her taxes this year.","paid their taxes","pay their taxes","communication",1,0.0027397260274,"Elizabeth paid her taxes this year.",year
12,10341,"propensity_judgment",2,"You overhear two friends talking. <br>One of them says to the other, ""Esther washed her dishes today.""",0,"day","Esther washed her dishes today.","washed their dishes","wash their dishes","communication",1,1,"Esther washed her dishes today.",day
12,8422,"propensity_judgment",3,"You overhear two friends talking. <br>One of them says to the other, ""Stephen took dance lessons this week.""",-1.94591014906,"week","Stephen took dance lessons this week.","took dance lessons","take dance lessons","communication",1,0.142857142857,"Stephen took dance lessons this week.",week
12,9128,"propensity_judgment",4,"You overhear two friends talking. <br>One of them says to the other, ""Tom had a birthday party this year.""",-5.89989735358,"year","Tom had a birthday party this year.","had a birthday party","have a birthday party","communication",1,0.0027397260274,"Tom had a birthday party this year.",year
12,8285,"propensity_judgment",5,"You overhear two friends talking. <br>One of them says to the other, ""Gabriel went on a hike this month.""",-3.40119738166,"month","Gabriel went on a hike this month.","went on a hike","go on a hike","communication",1,0.0333333333333,"Gabriel went on a hike this month.",month
12,21667,"propensity_judgment",6,"You overhear two friends talking. <br>One of them says to the other, ""Michael took a vacation this year.""",-5.89989735358,"year","Michael took a vacation this year.","took a vacation","take a vacation","communication",1,0.0027397260274,"Michael took a vacation this year.",year
12,7270,"propensity_judgment",7,"You overhear two friends talking. <br>One of them says to the other, ""Cameron went skiing this year.""",-5.89989735358,"year","Cameron went skiing this year.","went skiing","go skiing","communication",1,0.0027397260274,"Cameron went skiing this year.",year
12,9797,"propensity_judgment",8,"You overhear two friends talking. <br>One of them says to the other, ""Jack wore a hat today.""",-1.94591014906,"week","Jack wore a hat today.","wore a hat","wear a hat","communication",1,0.142857142857,"Jack wore a hat today.",day
12,12310,"propensity_judgment",9,"You overhear two friends talking. <br>One of them says to the other, ""Brooke drank lemonade today.""",-3.40119738166,"month","Brooke drank lemonade today.","drank lemonade","drink lemonade","communication",1,0.0333333333333,"Brooke drank lemonade today.",day
12,18176,"propensity_judgment",10,"You overhear two friends talking. <br>One of them says to the other, ""Greg exercised this month.""",-5.89989735358,"year","Greg exercised this month.","exercised","exercise","communication",1,0.0027397260274,"Greg exercised this month.",month
12,10200,"propensity_judgment",11,"You overhear two friends talking. <br>One of them says to the other, ""Nicole ate pasta today.""",-1.94591014906,"week","Nicole ate pasta today.","ate pasta","eat pasta","communication",1,0.142857142857,"Nicole ate pasta today.",day
12,11404,"propensity_judgment",12,"You overhear two friends talking. <br>One of them says to the other, ""Jennifer wore shoes today.""",-1.94591014906,"week","Jennifer wore shoes today.","wore shoes","wear shoes","communication",1,0.142857142857,"Jennifer wore shoes today.",day
12,13436,"propensity_judgment",13,"You overhear two friends talking. <br>One of them says to the other, ""Tina changed her bedsheets this week.""",-1.94591014906,"week","Tina changed her bedsheets this week.","changed their bedsheets","change their bedsheets","communication",1,0.142857142857,"Tina changed her bedsheets this week.",week
12,8182,"propensity_judgment",14,"You overhear two friends talking. <br>One of them says to the other, ""Jacob ate meat today.""",-1.94591014906,"week","Jacob ate meat today.","ate meat","eat meat","communication",1,0.142857142857,"Jacob ate meat today.",day
12,5569,"propensity_judgment",15,"You overhear two friends talking. <br>One of them says to the other, ""Vince wore glasses today.""",-1.94591014906,"week","Vince wore glasses today.","wore glasses","wear glasses","communication",1,0.142857142857,"Vince wore glasses today.",day
